presumably,prɪ'zuməbli,adv. 大概；推测起来；可假定,"It’s raining, which presumably means that your football match will be cancelled.",下雨了，这可能意味着你们的足球比赛要取消。
christmas,,n. 圣诞节；圣诞节期间,The day after Christmas is generally a busy one for retailers.,圣诞节次日对零售商们来说通常都是繁忙的一天。
slip,slɪp,v. 滑动；滑倒；犯错；失足；减退；n. 滑，滑倒；片，纸片；错误；下跌；事故；adj. 滑动的；有活结的；活络的；abbr. 串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）,Wright slipped but managed to keep hold of the ball.,赖特滑了一下，但球还抓在手里。
awake,ə'wek,v. 觉醒，意识到；醒来；被唤起；adj. 醒着的,It was midday when she awoke.,她醒来时已是中午。
mutual,'mjutʃuəl,adj. 共同的；相互的，彼此的,"I didn’t like Dev, and the feeling seemed to be mutual.",我不喜欢德夫，他好像也不喜欢我。
dim,dɪm,adj. 暗淡的，昏暗的；模糊的，看不清的；悲观的，怀疑的；v. 使暗淡，使失去光泽；使变模糊；n. 笨蛋，傻子,in the dim light of the early dawn,在微弱的晨曦里
crowd,kraʊd,"n. 群众,一伙;一堆,许多,大众；v. 拥挤,挤满,挤进",A vast crowd gathered in the main square.,主广场上聚集了一大群人。
ending,'ɛndɪŋ,n. 结局；结尾,Verbal nouns have the ending -ing.,动名词以-ing结尾。
augment,ɔɡ'mɛnt,v. 增加；增大；n. 增加；增大,Any surplus was sold to augment their income.,所有多余的东西被售卖一空来增加他们的收入。
deputy,'dɛpjuti,n. 代理人，代表；adj. 副的；代理的,His brother was acting as his deputy in America.,他的兄弟充当他在美洲的代理人。
timber,'tɪmbɚ,n. 木材；木料,a bench made of timber,木制长椅
tone,ton,n. 语气；色调；音调；音色；v. 增强；用某种调子说,Her tone was sharp with anger.,她很气愤，语气尖刻。
illegal,ɪ'ligl,adj. [法] 非法的；违法的；违反规则的；n. 非法移民，非法劳工,illegal drugs,违禁药品
red,rɛd,n. 红色，红颜料；赤字；adj. 红色的；红肿的，充血的,I like the way the artist uses red in this painting.,我喜欢画家在这幅作品中对红色的运用。
fancy,'fænsi,n. 幻想；想象力；爱好；adj. 想象的；奇特的；昂贵的；精选的；v. 想象；喜爱；设想；自负,"Oh, that was just a fancy of his.",啊，那只是他的异想天开。
exception,ɪk'sɛpʃən,n. 例外；异议,"It’s been cold, but today’s an exception.",天气一直寒冷，但今天是个例外。
invalid,ˈɪnvəlɪd；ɪnˈvælɪd,adj. 无效的；有病的；残废的；n. 病人；残废者；v. 使伤残；使退役,"Without the right date stamped on it, your ticket will be invalid.",票上若没有加盖正确日期就是废票。
motion,'moʃən,n. 动作；移动；手势；请求；意向；议案；v. 运动；打手势,Newton’s first law of motion,牛顿第一运动定律
station,ˈsteɪʃən,n. 车站；驻地；地位；身份；v. 配置；安置；驻扎,I want to get off at the next station.,我要在下一站下车。
massacre,'mæsəkɚ,v. 残杀；彻底击败；n. 大屠杀；惨败,The army massacred more than 150 unarmed civilians.,军队屠杀了150多名手无寸铁的平民。
tremble,'trɛmbl,v. 发抖；战栗；焦虑；摇晃；n. 颤抖；战栗；摇晃,His lip started to tremble and then he started to cry.,他的嘴唇开始颤抖，接着就哭了起来。
hinder,'hɪndɚ,v. 成为阻碍；adj. 后面的；n. (Hinder)人名；(芬)欣德,His career has been hindered by injury.,由于受伤，他的事业受到了阻碍。
village,'vɪlɪdʒ,n. 村庄；村民；（动物的）群落,a little fishing village,一座小渔村
elect,ɪ'lɛkt,adj. 选出的；当选的；卓越的；n. 被选的人；特殊阶层；上帝的选民；v. 选举；选择；推选,...the date when the president-elect takes office.,…总统当选人的就职日。
rot,rɑt,n. 腐烂；腐败；腐坏；v. 腐烂；腐败；堕落；int. （表示厌恶、蔑视、烦恼等）胡说；糟了,the smell of rot,腐烂的气味
preparation,",prɛpə'reʃən",n. 预备；准备,This dish is good for dinner parties because much of the preparation can be done ahead of time.,这道菜适合宴会，因为很多准备工作可以事先做好。
concession,kən'sɛʃən,n. 让步；特许（权）；承认；退位,The British were not prepared to make any concessions .,英国人没有打算作出让步。
trivial,'trɪvɪəl,adj. 不重要的，琐碎的；琐细的,a trivial sum,一笔极小的金额
foster,'fɔstɚ,v. 培养；养育，抚育；抱（希望等）；adj. 收养的，养育的；n. (Foster)人名；(英、捷、意、葡、法、德、俄、西)福斯特,The bishop helped foster the sense of a community embracing all classes.,主教鼓励一种包容各个阶层的社区精神。
dirt,dɝt,n. 污垢，泥土；灰尘，尘土；下流话,You should have seen the dirt on that car!,你没看见那车上沾了多少泥！
uphold,ʌpˈhoʊld,v. 支撑；鼓励；赞成；举起,,
organism,'ɔrɡənɪzəm,n. 有机体；生物体；微生物,All living organisms have to adapt to changes in environmental conditions.,一切生物都要适应环境条件的变化。
groan,ɡron,v. 呻吟；抱怨；发吱嘎声；n. 呻吟；叹息；吱嘎声,The kids all groaned when I switched off the TV.,我关掉电视时，孩子们都发出不满的抱怨声。
herd,hɝd,n. 兽群，畜群；放牧人；v. 成群，聚在一起,You have to be an individual; it’s no use running with the herd.,你必须特立独行，随大溜没有用处。
polish,'pɑlɪʃ,n. 磨光，擦亮；擦亮剂；优雅，精良；v. 擦亮，变光滑；adj. 波兰的,An occasional polish will keep wall tiles looking good.,偶尔擦拭一下能使墙砖保持美观。
documentary,'dɑkjə'mɛntri,adj. 记录的；文件的；记实的；n. 纪录片,documentary films,纪录影片
deadline,ˈdedlaɪn,n. 截止期限，最后期限,I’m always working under pressure to meet deadlines (= finish something on time ) .,我总是在赶工期的压力下工作。
advise,əd'vaɪz,v. 建议；劝告，忠告；通知；警告,She needed someone to advise her.,她需要有个人给她出主意。
odds,ɑdz,n. 几率；胜算；不平等；差别,We are offering odds of 6-1 on the fight ending in a knockout.,我们以6比1的赔率赌该拳击赛以击倒告终。
reliance,rɪ'laɪəns,n. 信赖；信心；受信赖的人或物,the country’s heavy reliance on trade,该国对贸易的严重依赖
proclaim,prə'klem,v. 宣告，公布；声明；表明；赞扬,The President proclaimed the republic’s independence.,总统宣布共和国独立。
collaborate,kə'læbəret,v. 合作；勾结，通敌,Much later he collaborated with his son Michael on the English translation of a text on food production.,后来他和儿子迈克尔合作，把一个有关食品生产的文本翻译成英语。
alarm,ə'lɑrm,n. 闹钟；警报，警告器；惊慌；v. 警告；使惊恐,I forgot to set the burglar alarm.,我忘记打开防盗警报器了。
pink,pɪŋk,n. 粉红色；化身，典范；石竹花；头面人物；v. 扎，刺，戳；使…变粉红色；使…面红耳赤；adj. 粉红的；比较激进的；石竹科的；脸色发红的,Her room was decorated in bright pinks and purples.,她的房间装饰成明亮的粉红色和紫色。
toss,tɔs,n. 投掷；摇荡；投掷的距离；掷币赌胜负；v. 投掷；使…不安；突然抬起；使…上下摇动；与…掷币打赌,It would be better to decide it on the toss of a coin.,最好用抛硬币的方式来对此事做决定。
corner,'kɔrnɚ,n. 角落，拐角处；地区，偏僻处；困境，窘境；v. 囤积；相交成角,He pulled a dirty handkerchief out by its corner and waved it at me.,他拽出一块脏手帕，捏着一角向我挥动。
limb,lɪm,n. 肢，臂；分支；枝干；vt. 切断…的手足；从…上截下树枝,She would be able to stretch out her cramped limbs and rest for a few hours.,她将可以伸开蜷缩的四肢，休息几个小时。
remark,rɪ'mɑrk,n. 注意；言辞；v. 评论；觉察,"Unfortunately, a local journalist overheard the remark.",不巧一名当地记者无意中听到了这些话。
anchor,'æŋkɚ,n. 锚；抛锚停泊；靠山；新闻节目主播；v. 抛锚；使固定；主持节目；adj. 末棒的；最后一棒的,We dropped anchor a few yards offshore.,我们在离岸几码远的地方抛锚停航。
plateau,plæ'to,n. 高原；adj. 高原印第安人的,"A broad valley opened up leading to a high, flat plateau of cultivated land.",一个宽阔的山谷展开，通向一片平坦的高原耕地。
lift,lɪft,v. 举起；提升；鼓舞；空运；抄袭；n. 电梯；举起；起重机；搭车,Sophie lifted the phone before the second ring.,铃响了一下苏菲就接起了电话。
chop,tʃɑp,n. 砍；排骨；商标；削球；v. 剁碎；砍,a grilled pork/lamb chop,烤猪排/羊排
august,ɔɡəst,adj. 威严的；令人敬畏的；n. 八月（简写为Aug）,an august institution,庄严的机构
indignant,ɪn'dɪɡnənt,adj. 愤愤不平的；义愤的,an indignant reply,愤慨的回复
jeans,,n. 牛仔裤；工装裤,...a young man in jeans and a worn T-shirt.,…一个穿着牛仔裤和破旧T恤衫的年轻人。
formula,'fɔrmjələ,n. [数] 公式，准则；配方；婴儿食品,We’re still searching for a peace formula.,我们仍在寻找和平方案。
naive,naɪ'iv,"adj. 天真的,幼稚的",a naive young girl,天真的小女孩
keyboard,'ki'bɔrd,n. 键盘；v. 键入；用键盘式排字机排字,a computer keyboard,计算机键盘
shy,ʃaɪ,adj. 害羞的；畏缩的，胆怯的；v. 投；畏缩；惊退；厌恶；n. 投掷；惊跳,He was a quiet shy man.,他是个话不多、害羞的男人。
sir,sɝ,n. 先生；（用于姓名前）爵士；阁下；（中小学生对男教师的称呼）先生；老师,"‘Report back to me in an hour, sergeant.’ ‘Yes, sir.’",“一小时后向我报告，中士。”“是，长官。”
sin,sɪn,n. 罪恶；罪孽；过失；v. 犯罪；犯过失,She needed to confess her sins and ask for forgiveness.,她需要忏悔罪过，请求宽恕。
elderly,'ɛldɚli,adj. 上了年纪的；过了中年的；稍老的,a well-dressed elderly woman,穿着考究的老妇人
striking,'straɪkɪŋ,adj. 显著的，突出的，惊人的；打击的；罢工的；v. 打（strike的ing形式）,a dark man with striking features,相貌出众、肤色黝黑的男子
turnover,'tɝn'ovɚ,n. 翻覆；[贸易] 营业额；流通量；半圆卷饼；失误；adj. 翻过来的；可翻转的,The company had a turnover of $3.8 million.,那个公司拥有380万美元的营业额。
optional,'ɑpʃənl,adj. 可选择的，随意的；n. 选修科目,three optional courses,三门选修课
oneself,wʌn'sɛlf,pron. 自己；亲自,It is only through study that one really begins to know oneself.,只有通过学习，一个人才能真正了解自己。
consolidate,kən'sɑlɪdet,v. 巩固，使固定；联合,The company has consolidated its position as the country’s leading gas supplier.,这家公司巩固了作为该国主要煤气供应商的地位。
dimension,dɪ'mɛnʃ(ə)n; daɪ-,n. 方面;[数] 维；尺寸；次元；容积 vt标出尺寸；adj. 规格的,You can have a spiritual dimension to your life without being religious.,即使你不信宗教，也可以在生命中拥有精神层面的内容。
diminish,dɪ'mɪnɪʃ,v. 使减少；使变小,The party’s share of the electorate has diminished steadily.,支持这个政党的选民比例持续下降。
persist,pɚ'sɪst,v. 存留，坚持；持续，固执,"‘I don’t think it’s right,’ John persisted.",“我认为那不对。”约翰坚持说道。
bizarre,bɪ'zɑr,adj. 奇异的（指态度，容貌，款式等）,a bizarre coincidence,奇怪的巧合
embrace,ɪm'bres,v. 拥抱；信奉，皈依；包含；n. 拥抱,Jack warmly embraced his son.,杰克热情拥抱他的儿子。
sow,so,v. 播种；散布；使密布；n. 母猪,Sow the seeds in late March.,三月底播种。
heighten,'haɪtn,v. 提高；增高；加强；使更显著,There are fears that the march will heighten racial tension.,有人担心这次游行会加深种族间的紧张局势。
sculpture,'skʌlptʃɚ,n. 雕塑；雕刻；刻蚀；v. 雕塑；雕刻；刻蚀,...stone sculptures of figures and animals.,…人物及动物石雕。
merge,mɝdʒ,v. 合并；使合并；吞没；n. (Merge)人名；(意)梅尔杰,The company plans to merge its subsidiaries in the US.,该公司计划合并其在美国的几家子公司。
prejudice,'prɛdʒədɪs,n. 偏见；侵害；v. 损害；使有偏见,Women still face prejudice in the workplace.,女性在职场中仍然面临歧视。
interview,'ɪntɚvju,n. 接见，采访；面试，面谈；v. 采访；接见；对…进行面谈；对某人进行面试,a portfolio of work presented at interview,在面试时呈递的工作成果样本
replacement,rɪ'plesmənt,n. 更换；复位；代替者；补充兵员,Our old car is badly in need of replacement.,我们的旧车急需更换。
disgrace,dɪs'ɡres,n. 耻辱；丢脸的人或事；失宠；v. 使……失宠；给……丢脸；使……蒙受耻辱；贬黜,Smith faced total public disgrace after the incident.,事情发生之后，史密斯声名狼藉。
permit,pɚ'mɪt,v. 许可；允许；n. 许可证，执照,Smoking is only permitted in the public lounge.,只允许在公共休息室里抽烟。
underlying,",ʌndɚ'laɪɪŋ",adj. 潜在的；根本的；在下面的；优先的；v. 放在…的下面；为…的基础；优先于（underlie的ing形式）,the underlying causes of her depression,她抑郁的根本原因
overlap,'ovəlæp,n. 重叠；重复；v. 部分重叠；部分的同时发生,a large degree of overlap,很大程度上的重叠
aeroplane,'ɛrə'plen,n. 飞机（等于airplane）,The aeroplane landed us at the airport in Barcelona.,飞机把我们降落在巴塞罗那机场。
release,rɪ'lis,v. 释放；发射；让与；允许发表；n. 释放；发布；让与,"Police arrested several men, who were later released.",警察逮捕了几个人，后来都释放了。
poverty,'pɑvɚti,n. 贫困；困难；缺少；低劣,Millions of elderly people live in poverty .,数百万老年人生活在贫困之中。
merit,'mɛrɪt,n. 优点，价值；功绩；功过；v. 值得,The merit of the report is its realistic assessment of the changes required.,这份报告的优点就是它对所要求的变动进行了实事求是的评估。
fellow,'fɛlo,n. 家伙；朋友；同事；会员；adj. 同伴的，同事的；同道的；vt. 使…与另一个对等；使…与另一个匹敌,Paul’s an easy-going sort of fellow.,保罗人很随和。
offensive,ə'fɛnsɪv,adj. 攻击的；冒犯的；无礼的；讨厌的；n. 攻势；攻击,I found her remarks deeply offensive.,我觉得她的话令人非常恼火。
daughter,'dɔtɚ,n. 女儿；[遗][农学] 子代；adj. 女儿的；子代的,She’s got two daughters and one son.,她有两个女儿和一个儿子。
document,dɑkjəmənt,n. 文件，公文；[计] 文档；证件；v. 用文件证明,She produces legal documents for a downtown Seattle law firm.,她为西雅图市区的一家法律事务所撰写法律文件。
abrupt,ə'brʌpt,adj. 生硬的；突然的；唐突的；陡峭的,an abrupt change of plan,计划的突然改变
sue,su,v. 控告；请求；n. (Sue)人名；(日)末(名)；(法)休；(英)休(女子教名Susan、Susanna的昵称),"If the builders don’t fulfil their side of the contract, we’ll sue.",如果建筑商不履行合同，我们就要提出起诉。
humble,'hʌmbl,adj. 谦逊的；简陋的；（级别或地位）低下的；不大的；v. 使谦恭；轻松打败（尤指强大的对手）；低声下气,a modest and humble man,一个谦卑的男人
minority,maɪ'nɔrəti,n. 少数民族；少数派；未成年；adj. 少数的；属于少数派的,Gaelic is still spoken in Ireland by a tiny minority.,爱尔兰仍有极少数人在说盖尔语。
companion,kəm'pænɪən,n. 同伴；朋友；指南；手册；v. 陪伴,For ten years he had been her constant companion .,十年来他一直陪伴她左右。
farmer,'fɑmɚ,n. 农夫，农民,She dickered with the farmer for the best fruit.,她要买最好的水果而跟农民讨价还价。
colonial,kə'lonɪəl,n. 殖民地居民；adj. 殖民地的，殖民的,"In our freedom, we reject the colonial apartheid system that has caused genocide to our people, and to all Indigenous peoples.","以我们自由的名义, 我们拒绝这对我们人民, 和所有原住民造成种族灭绝的殖民隔离体系."
FALSE,fɔls,adj. 错误的；虚伪的；伪造的；adv. 欺诈地,I don’t want to give you any false hopes .,我不想让你有任何虚假的希望。
soldier,'soldʒɚ,n. 军人；[昆] 兵蚁；懒汉；一片烤面包；v. 当兵；磨洋工；坚持干；假称害病,A British soldier was wounded in the fighting.,战斗中，有一名英国士兵受了伤。
tax,tæks,v. 向…课税；使负重担；n. 税金；重负,Cigarettes are heavily taxed in Britain.,在英国，香烟被课以重税。
tap,tæp,v. 轻敲；轻打；装上嘴子；n. 水龙头；轻打,He tapped the table nervously with his fingers.,他紧张地用手指轻轻地敲打桌子。
sphere,sfɪr,n. 范围；球体；vt. 包围；放入球内；使…成球形；adj. 球体的,"Because the earth spins, it is not a perfect sphere.",因为地球旋转，所以它不是个完完全全的球体。
probe,prob,n. 探针；调查；v. 调查；探测,a police corruption probe,对警察贪污行为的彻底调查
rent,rɛnt,n. 租金；v. 出租；租用；租借,I pay the rent at the beginning of every month.,我每逢月初交付房租。
directory,dəˈrɛktəri; (also) daɪˈrɛktəri,n. [计] 目录；工商名录；姓名地址录；adj. 指导的；咨询的,I couldn’t find your number in the telephone directory.,我在电话簿上找不到你的电话号码。
spontaneous,spɑn'tenɪəs,adj. 自发的；自然的；无意识的,The crowd gave a spontaneous cheer.,人群自发地欢呼起来。
diet,'daɪət,n. 饮食；食物；规定饮食；v. 节食,Lyn always seems to be on a diet.,琳恩似乎一直在节食。
summon,'sʌmən,v. 召唤；召集；鼓起；振作,Robert summoned the waiter for the bill.,罗伯特召唤服务员结账。
coast,kost,v. 滑行；沿岸航行；n. 海岸；滑坡,He pushed in the clutch and coasted to a halt.,他踩下离合器，滑行了一会儿便停下来了。
stumble,'stʌmbl,v. 踌躇，蹒跚；失足；犯错；n. 绊倒；蹒跚而行,,
interact,",ɪntɚ'ækt",v. 互相影响；互相作用；n. 幕间剧；幕间休息,"While the other children interacted and played together, Ted ignored them.",当其他孩子们相互交往、一起玩耍时，泰德却不理他们。
steward,'stuɚd,n. 管家；乘务员；膳务员；工会管事；vi. 当服务员；当管事；vt. 管理,race stewards,比赛组织者
envelope,,n. 信封，封皮；包膜；[天] 包层；包迹,envelopes and stamps,信封和邮票
crack,kræk,v. 使破裂；打开；变声；n. 裂缝；声变；噼啪声；adj. 最好的；高明的,Don’t put boiling water in the glass or it will crack.,不要把沸水倒进这个玻璃杯里，否则它会破裂的。
altogether,",ɔltə'ɡɛðɚ",adv. 完全地；总共；总而言之；n. 整个；裸体,an old custom that has vanished altogether,一个彻底消亡的古老习俗
forge,fɔrdʒ,n. 熔炉，锻铁炉；铁工厂；v. 伪造；做锻工；前进,Someone stole my credit card and forged my signature.,有人偷了我的信用卡，并假冒我的签名。
patience,'peʃns,n. 耐性，耐心；忍耐，容忍,He doesn't have the patience to wait.,他没有耐心等。
shortly,'ʃɔrtli,adv. 立刻；简短地；唐突地,Ms Jones will be back shortly.,琼斯女士很快就会回来。
ban,bæn,v. 禁止，取缔；n. 禁令，禁忌,Smoking is banned in the building.,大楼内禁止吸烟。
hitherto,",hɪðɚ'tu",adv. 迄今；至今,a species of fish hitherto unknown in the West,迄今在西方还不为人知的一种鱼
prone,pron,adj. 俯卧的；有…倾向的，易于…的；n. (Prone)人名；(意、法)普罗内,His eyes shifted to the prone body on the floor.,他的视线移向了趴在地上的尸体。
bar,bɑr,n. 条，棒；酒吧；障碍；法庭；v. 禁止；阻拦；prep. 除……外,"...Devil's Herd, the city's most popular country and western bar.",…“魔鬼群”，全城最受欢迎的西部乡村酒吧。
plea,pli,n. 恳求，请求；辩解，辩护；借口，托辞,Caldwell made a plea for donations.,考德威尔恳求捐款。
gossip,'ɡɑsɪp,n. 小道传闻；随笔；爱说长道短的人；v. 闲聊；传播流言蜚语,Rick’s a terrible gossip.,里克就爱说三道四。
enthusiasm,ɪn'θuzɪæzəm,n. 热心，热忱，热情,Gillian and Darren greeted the speakers with great enthusiasm.,吉利恩和达伦非常热情地接待了演讲者。
beautiful,'bjʊtəfəl,adj. 美丽的,She was even more beautiful than I had remembered.,她比我记忆中更美。
lottery,'lɑtəri,n. 彩票；碰运气的事，难算计的事；抽彩给奖法,a lottery ticket,彩票
fantastic,fæn'tæstɪk,adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的；n. 古怪的人,You look fantastic!,你看上去棒极了！
pen,pɛn,n. 钢笔；作家；围栏；v. 写；关入栏中,a ballpoint pen,圆珠笔
pet,pɛt,n. 宠物；生气；受宠爱的人；v. 宠爱；adj. 宠爱的,They have two pets – a cat and a dog.,他们有两只宠物，一只猫和一只狗。
innocent,'ɪnəsnt,adj. 无辜的；无罪的；无知的；n. 天真的人；笨蛋,Nobody would believe that I was innocent.,没人肯相信我是清白的。
neighbor,'nebɚ,n. 邻居；adj. 邻近的；v. 友好；毗邻而居,I parked my baby at the neighbor's house.,我把小孩寄放在邻居家里。
prose,proz,n. 散文；单调；adj. 散文的；平凡的；乏味的；vi. 写散文；乏味地讲话；vt. 把…写成散文,Shute's prose is stark and chillingly unsentimental.,舒特的散文刻板而冷峻。
tribute,'trɪbjut,n. 礼物；[税收] 贡物；颂词；（尤指对死者的）致敬，悼念，吊唁礼物,The players wore black armbands as a tribute to their late teammate.,球员们戴着黑纱悼念已故的队友。
despair,dɪ'spɛr,n. 绝望；令人绝望的人或事；v. 绝望，丧失信心,The noise from the neighbours used to drive him to despair .,过去，邻居的噪音常常吵得他心烦意乱。
consistent,kən'sɪstənt,adj. 始终如一的，一致的；坚持的,The evidence is not consistent.,证词前后不一致。
feasible,'fizəbl,adj. 可行的；可能的；可实行的,a feasible solution,可行的解决方法
bulb,bʌlb,n. 电灯泡；鳞茎；球状物；vi. 生球茎；膨胀成球状,a 100-watt bulb,一个100瓦的灯泡
heroin,'hɛroɪn,n. [药][毒物] 海洛因，吗啡,a heroin addict,海洛因瘾君子
ornament,'ɔrnəmənt,n. 装饰；[建][服装] 装饰物；教堂用品；v. 装饰，修饰,a shelf covered with books and ornaments,摆满书籍和装饰品的架子
transmit,trænzˈmɪt,v. 传输；传播；发射；传达；遗传,The US Open will be transmitted live via satellite.,美国公开赛将通过卫星现场直播。
freight,fret,v. 运送；装货；使充满；n. 货运；运费；船货,freight services,货运公司
clause,klɔz,n. 条款；[计] 子句,A confidentiality clause was added to the contract.,合同中加上了一项保密条款。
curve,kɝv,n. 曲线；弯曲；曲线球；曲线图表；v. 弯；使弯曲；adj. 弯曲的；曲线形的,The curve illustrates costs per capita.,这条曲线显示人均费用。
mechanism,'mɛkənɪzəm,n. 机制；原理，途径；进程；机械装置；技巧,the brake mechanism,刹车装置
ingredient,ɪn'ɡridɪənt,n. 原料；要素；组成部分；adj. 构成组成部分的,Combine all the ingredients in a large bowl.,把所有食材都放在一个大碗里。
disclose,dɪs'kloz,v. 公开；揭露,Some companies have already voluntarily disclosed similar information .,一些公司已经主动透露了类似的信息。
jealous,'dʒɛləs,adj. 妒忌的；猜疑的；唯恐失去的；戒备的,She got insanely jealous and there was a terrible fight.,她变得过分地猜忌，接着是一场激烈的打斗。
plough,plaʊ,v. 犁；耕；n. 犁；耕地（等于plow）,In those days the land was plowed by oxen.,在那个年代是用公牛来犁地的。
opera,'ɑprə,n. 歌剧；歌剧院；歌剧团,We go to the opera (= go to a performance of opera ) regularly.,我们常去听歌剧。
superiority,"su,pɪrɪ'ɔrəti",n. 优越，优势；优越性,Janet always spoke with an air of superiority.,珍妮特说话时总显得盛气凌人。
testify,'tɛstɪfaɪ,v. 证明，证实；作证,Mr Molto has agreed to testify at the trial.,莫尔托先生已经同意出庭作证。
outlet,'aʊtlɛt,n. 出口，排放孔；[电] 电源插座；销路；发泄的方法；批发商店,...the largest retail outlet in the city.,…该市最大的零售专卖店。
stretch,strɛtʃ,"v. 伸展,张开；（大量地）使用，消耗（金钱，时间）；使竭尽所能；使全力以赴；；n. 伸展，延伸","Carl sat up in bed, yawned, and stretched.",卡尔从床上坐起来，打了个呵欠，伸了伸懒 腰。
exposure,ɪk'spoʒɚ,n. 暴露；曝光；揭露；陈列,Exposure to lead is known to damage the brains of young children.,已知接触铅会损害幼童的大脑。
resort,rɪ'zɔrt,n. 凭借，手段；度假胜地；常去之地；v. 求助，诉诸；常去；采取某手段或方法,Lagoon Reef is one of the best resort hotels.,潟湖礁是最好的度假酒店之一。
foremost,'fɔr'most,adj. 最重要的；最先的；adv. 首先；居于首位地,one of the country’s foremost authorities on chemical warfare,该国化学战方面的最高权威之一
immense,ɪ'mɛns,adj. 巨大的，广大的；无边无际的；非常好的,People who travel by rail still read an immense amount.,人们坐火车旅行时仍然会读很多书。
exclusive,ɪk'sklusɪv,adj. 独有的；排外的；专一的；n. 独家新闻；独家经营的项目；排外者,Bel Air is an exclusive suburb of Los Angeles.,贝莱尔是洛杉矶郊外一处高级住宅区。
allege,ə'lɛdʒ,v. 宣称，断言；提出…作为理由,She alleged that there was rampant drug use among the male members of the group.,她指称该组织中有大量的男性成员吸毒。
beam,bim,n. 横梁；光线；电波；船宽；[计量] 秤杆；v. 发送；以梁支撑；用…照射；流露,...high-energy laser beams.,…高能激光束。
dwell,dwɛl,v. 居住；存在于；细想某事,They dwelt in the forest.,他们住在森林里。
phase,fez,n. 月相,We should phase the input and output of the machine.,我们应该使机器的输入功率和输出功率的相位同步。
sociology,",sosɪ'ɑlədʒi",n. 社会学；群体生态学,"Out with every theory of human behavior, from linguistics to sociology.",从语言学、社会学的人类行为原理里解脱吧。
speed,spid,v. 超速，加速；加速，迅速前行；兴隆；n. 速度，速率；迅速，快速；昌盛，繁荣,I got caught speeding on the A40 yesterday.,昨天我在 A40 号干线公路上超速行驶被逮到。
activate,'æktə'vet,v. 刺激；使活动；使活泼；使产生放射性,Cooking fumes may activate the alarm.,烹调时的油烟可能会触发警报器。
regime,re'ʒim,n. 政权，政体；社会制度；管理体制,The regime got rid of most of its opponents.,该政权清除了大多数反对者。
committee,kə'mɪti,n. 委员会,a committee meeting,委员会会议
hostage,'hɑstɪdʒ,n. 人质；抵押品,The group are holding two tourists hostage (= keeping them as hostages ) .,这伙人挟持了两名游客作为人质。
region,'ridʒən,n. 地区；范围；部位,efforts to bring peace to the region,给这个地区带来和平的努力
thrill,θrɪl,n. 激动；震颤；紧张；v. 使…颤动；使…紧张；使…感到兴奋或激动,Winning first place must have been quite a thrill.,赢得第一名肯定让人非常激动。
entitle,ɪn'taɪtl,v. 称做…；定名为…；给…称号；使…有权利,a documentary entitled ‘The Price of Perfection’,一部名为《完美的代价》的纪录片
additional,ə'dɪʃənl,adj. 附加的，额外的,Additional information can be obtained from the centre.,可以从中心获取更多信息。
attendant,ə'tɛndənt,adj. 伴随的；侍候的；n. 服务员，侍者；随员，陪从,"Such patients run an increased probability of hospitalization, with all the attendant costs to the patient and to the health care system that hospitalization entails.",此类患者趋于住院治疗的的几率增加，随之而来的患者和医疗保健系统住院治疗所承担的费用也增加。
scream,skrim,v. 尖叫；呼啸；发出尖锐刺耳的声音；令人触目惊心；n. 尖叫声；尖锐刺耳的声音；极其滑稽可笑的人,"After the first few shots, people started screaming.",几声枪响过后，人们开始尖叫起来。
miserable,'mɪzrəbl,adj. 悲惨的；痛苦的；卑鄙的,I’ve been so miserable since Pat left me.,自从帕特离我而去后，我十分痛苦。
veteran,'vɛtərən,n. 老兵；老手；富有经验的人；老运动员；adj. 经验丰富的；老兵的,a Vietnam veteran,越战老兵
spouse,spaʊs,n. 配偶；vt. 和…结婚,Spouses were invited to the company picnic.,配偶受到邀请参加公司的野餐会。
journey,'dʒɝni,n. 旅行；行程；v. 旅行,the friends they made on the journey,他们在旅途中交下的朋友
stripe,straɪp,n. 条纹，斑纹；种类；v. 加条纹于…,a shirt with black and white stripes,黑白条纹衬衫
harm,hɑrm,n. 伤害；损害；v. 伤害；危害；损害,The scandal did his career a lot of harm.,丑闻对他的职业生涯造成很大损害。
induce,ɪn'dus,v. 诱导；引起；引诱；感应,Patients with eating disorders may use drugs to induce vomiting.,患有进食障碍的人可使用药物催吐。
frighten,'fraɪtn,v. 使惊吓；吓唬…,Don’t stand so near the edge! You’re frightening me.,别站得那么靠边！你要把我吓坏了。
senate,'sɛnət,n. 参议院，上院；（古罗马的）元老院,The Senate is expected to pass the bill shortly.,预计参议院将很快通过这项议案。
thrift,θrɪft,n. 节俭；节约；[植] 海石竹,They were rightly praised for their thrift and enterprise.,他们因勤俭节约和开创精神而受到了应得的表扬。
forum,'fɔrəm,n. 论坛，讨论会；法庭；公开讨论的广场,Members of the council agreed that was an important forum for discussion.,理事会成员们一致认为那是一个用于讨论的重要论坛。
interpret,ɪn'tɝprɪt,v. 说明；口译,"They spoke good Spanish, and promised to interpret for me.",他们西班牙语说得很好，答应替我翻译。
